iter	Logloss
1514	0.2860280422
1515	0.285990766
1516	0.2859618306
1517	0.2859447692
1518	0.2859135833
1519	0.2858807347
1520	0.2858447909
1521	0.2858047064
1522	0.2857816569
1523	0.2857573477
1524	0.2857445174
1525	0.2857099788
1526	0.2856802797
1527	0.2856662055
1528	0.2856423295
1529	0.2856113191
1530	0.2855821819
1531	0.2855543459
1532	0.2855371253
1533	0.2855170985
1534	0.2855023229
1535	0.2854718758
1536	0.285441731
1537	0.2854138329
1538	0.2853876478
1539	0.2853656034
1540	0.2853401737
1541	0.2853159671
1542	0.2852888467
1543	0.2852661307
1544	0.2852456357
1545	0.2852149183
1546	0.2851911604
1547	0.2851600654
1548	0.2851286049
1549	0.2851168344
1550	0.285085102
1551	0.2850615441
1552	0.2850429901
1553	0.2850211019
1554	0.285000339
1555	0.2849747858
1556	0.2849455263
1557	0.2849234394
1558	0.2848902554
1559	0.2848597544
1560	0.2848381953
1561	0.2848026493
1562	0.2847617291
1563	0.2847444066
1564	0.2847165512
1565	0.2846748544
1566	0.2846552592
1567	0.2846231017
1568	0.2845947646
1569	0.2845824599
1570	0.2845555738
1571	0.2845310638
1572	0.2845011985
1573	0.2844720046
1574	0.2843999598
1575	0.2843780174
1576	0.2843553569
1577	0.284329586
1578	0.2843020577
1579	0.2842743229
1580	0.2842541822
1581	0.2842273269
1582	0.284198832
1583	0.284171002
1584	0.2841422317
1585	0.28412622
1586	0.2840979483
1587	0.2840714155
1588	0.2840557949
1589	0.284020991
1590	0.2839559019
1591	0.2839335864
1592	0.2839029591
1593	0.283876666
1594	0.2838540998
1595	0.2838281186
1596	0.2838055985
1597	0.2837786616
1598	0.2837529438
1599	0.2837366395
1600	0.2837177533
1601	0.2836878728
1602	0.2836621434
1603	0.2836306408
1604	0.2836035991
1605	0.2835741345
1606	0.2835135464
1607	0.2834833108
1608	0.2834475586
1609	0.2834195855
1610	0.2833933496
1611	0.2833629738
1612	0.2833265359
1613	0.2832982302
1614	0.283274327
1615	0.2832406356
1616	0.2832077688
1617	0.2831792462
1618	0.283156027
1619	0.283126753
1620	0.2831139723
1621	0.2830853653
1622	0.2830607585
1623	0.2830476635
1624	0.2830250128
1625	0.2829961819
1626	0.2829808586
1627	0.2829561816
1628	0.2829293393
1629	0.2829015509
1630	0.2828678292
1631	0.2828464916
1632	0.282821941
1633	0.282797971
1634	0.2827713184
1635	0.2827560259
1636	0.2827313976
1637	0.282709869
1638	0.2826802435
1639	0.2826480549
1640	0.2826142285
1641	0.2825914215
1642	0.2825597134
1643	0.2825390959
1644	0.2825077874
1645	0.2824883154
1646	0.2824651804
1647	0.2824465216
1648	0.2824177296
1649	0.2823884119
1650	0.2823636527
1651	0.2823320844
1652	0.2823009766
1653	0.2822736299
1654	0.2822527694
1655	0.2822274488
1656	0.282211862
1657	0.2821800919
1658	0.2821558167
1659	0.2821160152
1660	0.2820878031
1661	0.2820588642
1662	0.2820256371
1663	0.2819947934
1664	0.2819738168
1665	0.2819455747
1666	0.2819241758
1667	0.2819102402
1668	0.2818908949
1669	0.2818696717
1670	0.2818425238
1671	0.2818087805
1672	0.2817681018
1673	0.2817333984
1674	0.281716883
1675	0.2816888005
1676	0.2816587794
1677	0.2816320615
1678	0.2816077657
1679	0.281578207
1680	0.2815467785
1681	0.2815227422
1682	0.281501721
1683	0.2814744144
1684	0.2814325707
1685	0.2814003923
1686	0.2813759787
1687	0.2813467853
1688	0.2813315959
1689	0.2812996523
1690	0.2812670615
1691	0.2812346257
1692	0.2812085655
1693	0.2811835271
1694	0.2811561376
1695	0.2811309432
1696	0.2811045755
1697	0.2810852314
1698	0.2810498365
1699	0.2810263913
1700	0.2809889863
1701	0.28096947
1702	0.2809289963
1703	0.2809017248
1704	0.2808717172
1705	0.2808475918
1706	0.2808284163
1707	0.2807992599
1708	0.2807733576
1709	0.280753737
1710	0.2807322607
1711	0.2807103477
1712	0.2806860549
1713	0.2806536006
1714	0.2806252375
1715	0.2806018372
1716	0.280574884
1717	0.2805482182
1718	0.2805256547
1719	0.2804909985
1720	0.2804683949
1721	0.2804329384
1722	0.2804188266
1723	0.280396287
1724	0.2803719548
1725	0.2803603101
1726	0.2803431851
1727	0.2803239542
1728	0.2802997174
1729	0.2802685356
1730	0.2802437668
1731	0.2802147565
1732	0.2801943553
1733	0.2801710081
1734	0.280151946
1735	0.2801228906
1736	0.280097933
1737	0.2800749886
1738	0.2800586062
1739	0.2800317094
1740	0.2800118299
1741	0.2799935751
1742	0.2799739613
1743	0.2799524224
1744	0.2799140881
1745	0.2798941582
1746	0.2798709143
1747	0.2798490088
1748	0.2798297911
1749	0.2797945981
1750	0.2797688095
1751	0.2797412564
1752	0.279718253
1753	0.2796974828
1754	0.2796824914
1755	0.2796601667
1756	0.2796326447
1757	0.2796003548
1758	0.2795803922
1759	0.2795559263
1760	0.2795221722
1761	0.27949112
1762	0.2794631981
1763	0.2794520552
1764	0.2794258093
1765	0.2793992336
1766	0.279363534
1767	0.2793439256
1768	0.2793195377
1769	0.2792868387
1770	0.2792658375
1771	0.2792388636
1772	0.2792222193
1773	0.2792005678
1774	0.2791840288
1775	0.2791580022
1776	0.2791321222
1777	0.2791107577
1778	0.2790776177
1779	0.279058783
1780	0.2790432687
1781	0.2790139762
1782	0.2789816928
1783	0.2789642144
1784	0.2789464247
1785	0.2789219721
1786	0.278895694
1787	0.2788735328
1788	0.2788425458
1789	0.2788211841
1790	0.278800526
1791	0.2787696002
1792	0.2787366595
1793	0.2787088468
1794	0.2786926706
1795	0.2786640644
1796	0.2786439511
1797	0.278622177
1798	0.2785971783
1799	0.2785802728
1800	0.2785622484
1801	0.2785355159
1802	0.2785140729
1803	0.2784790859
1804	0.2784574052
1805	0.2784426032
1806	0.2784149159
1807	0.2783937237
1808	0.2783776058
1809	0.278341918
1810	0.2783204397
1811	0.278295548
1812	0.2782726701
1813	0.2782498046
1814	0.2782232083
1815	0.2782036709
1816	0.2781864994
1817	0.2781596669
1818	0.2781351724
1819	0.2781160932
1820	0.2780868603
1821	0.2780717085
1822	0.2780352118
1823	0.2779901964
1824	0.2779733005
1825	0.2779457294
1826	0.2779173824
1827	0.2778987634
1828	0.2778680814
1829	0.2778456253
1830	0.2778198867
1831	0.2778050868
1832	0.2777827884
1833	0.277767179
1834	0.2777389275
1835	0.2777074666
1836	0.277684428
1837	0.277666248
1838	0.2776371839
1839	0.2776072946
1840	0.2775823576
1841	0.2775602825
1842	0.2775383724
1843	0.2775115164
1844	0.2774852544
1845	0.2774670406
1846	0.2774529117
1847	0.2774308777
1848	0.2774014215
1849	0.2773799117
1850	0.2773604998
1851	0.2773380697
1852	0.277319276
1853	0.2772960633
1854	0.2772734424
1855	0.2772398862
1856	0.2772047873
1857	0.2771918825
1858	0.2771601033
1859	0.2771300511
1860	0.2770967084
1861	0.2770754133
1862	0.2770572701
1863	0.2770187528
1864	0.2770019795
1865	0.2769738461
1866	0.2769545822
1867	0.2769301769
1868	0.2769009172
1869	0.276868296
1870	0.2768416003
1871	0.2768129441
1872	0.2767861525
1873	0.2767639614
1874	0.2767395462
1875	0.2767253067
1876	0.2766963139
1877	0.2766623719
1878	0.2766296595
1879	0.2766073368
1880	0.2765815852
1881	0.2765511043
1882	0.2765216304
1883	0.2764981555
1884	0.2764752547
1885	0.2764584974
1886	0.2764378972
1887	0.2764144834
1888	0.2763892076
1889	0.2763694408
1890	0.2763433807
1891	0.2763198037
1892	0.2762882443
1893	0.2762579394
1894	0.2762335366
1895	0.2762163828
1896	0.276195097
1897	0.2761700282
1898	0.2761490501
1899	0.2761189863
1900	0.2760981345
1901	0.2760705003
1902	0.2760429376
1903	0.2760057674
1904	0.2759822985
1905	0.2759533301
1906	0.275917805
1907	0.2758887868
1908	0.2758669168
1909	0.2758453319
1910	0.2758208201
1911	0.2757944392
1912	0.2757587697
1913	0.2757402222
1914	0.275726631
1915	0.2756980589
1916	0.275668716
1917	0.275651956
1918	0.2756249717
1919	0.2755876164
1920	0.2755859145
1921	0.2755552272
1922	0.2755229418
1923	0.2754993346
1924	0.275479554
1925	0.2754644195
1926	0.2754413409
1927	0.2754184125
1928	0.2753928993
1929	0.2753738789
1930	0.275351843
1931	0.2753318577
1932	0.2753050837
1933	0.2752793865
1934	0.2752333078
1935	0.2752113878
1936	0.27518997
1937	0.2751649972
1938	0.2751366464
1939	0.2751208268
1940	0.2750902576
1941	0.2750698741
1942	0.2750410005
1943	0.2750175524
1944	0.2749956621
1945	0.2749699913
1946	0.2749490846
1947	0.2749188955
1948	0.2748981008
1949	0.2748705247
1950	0.2748502708
1951	0.2748312614
1952	0.2747990128
1953	0.2747690179
1954	0.2747433409
1955	0.2747185128
1956	0.2746934363
1957	0.2746681047
1958	0.274655422
1959	0.2746359701
1960	0.2746039713
1961	0.2745729658
1962	0.2745428531
1963	0.2745142198
1964	0.2744835927
1965	0.2744591282
1966	0.274438832
1967	0.2744080755
1968	0.2743924171
1969	0.2743684263
1970	0.2743411148
1971	0.274314294
1972	0.2742845977
1973	0.2742692373
1974	0.2742479301
1975	0.2742292039
1976	0.2742081075
1977	0.2741962613
1978	0.2741766194
1979	0.2741506896
1980	0.2741305278
1981	0.2741060385
1982	0.274067798
1983	0.2740485017
1984	0.274016602
1985	0.2739953239
1986	0.2739724858
1987	0.2739506427
1988	0.2739313944
1989	0.2738990779
1990	0.273873945
1991	0.273847856
1992	0.2738355764
1993	0.2738116548
1994	0.2737870263
1995	0.2737565464
1996	0.273736084
1997	0.2737192799
1998	0.2737127487
1999	0.27368713
